SN,addr,pressure,lat,lng
JDR041,石鼓路深圳市南山区西丽第二小学,0.239689623,22.57653046,113.9550018
XEW766,龙珠大道胡须佬鸡煲(龙珠大道店),0.156400252,22.56536102,113.9901581
Z7V4U7,登良路与逸湖四街交汇处北5米西侧,0.115366721,22.51851273,113.9527359
08F9CU,龙珠七路创兴和商场,0.065140359,22.56669235,113.9900513
48E8LF,深圳市南山区打石一路,0.319086761,22.57930183,113.9547195
M9P25L,玉泉路南山区地方税务局,0.199083878,22.5519886,113.9360886
39U9ML,水后海滨路与创业路交汇处南5米东侧,0.368884655,22.51842117,113.9453659
DPE605,茶光路波顿科技园,0.540901,22.5739193,113.944191
QDF084,创科路波顿科技园,0.446249995,22.57527161,113.9457855
X2WS89,玉泉路与南海大道交汇处西5米南侧,0.530590758,22.55184174,113.9394531
JVV671,中山园路深圳市南山区同乐学校-南门,0.461916599,22.56866837,113.9278336
P13YW4,后海滨路与工业八路交汇处北20米西侧,0.454255552,22.5064888,113.9440994
K99NC8,登良路与海德三道交汇处南300米东侧,0.319261833,22.52026939,113.954361
R393ST,龙苑路深圳南山国际学校,0.217930504,22.56753349,113.993309
A15UF5,石鼓路深圳市南山区西丽第二小学,0.476120382,22.57740784,113.9547577
TR1U67,茶光路龙腾酒店,0.541765547,22.57394409,113.9575272
0P6D8T,登良路与海德三道交汇处南20米西侧,0.507087811,22.52146721,113.9545135
VB4J18,海德三道与登良路交汇处东10米北侧,0.552770624,22.52204132,113.9556427
MX04Y5,深圳市南山区茶光路,0.422804168,22.57396507,113.9418411
4JS6H0,后海滨路与创业路处南50米西侧,0.346779069,22.51901436,113.9452362
A307LJ,后海滨路2022号筱柯发型定制门前,0.187378867,22.50844383,113.9444809
LHC192,石鼓路电子检测大厦,0.117423441,22.57942581,113.9549866
32NB6H,后海滨路与工业八路交汇处南5米东侧,0.280287857,22.50528908,113.9445419
1J0H2X,后海滨路与东滨路交汇处北200米东侧,0.260631197,22.51237488,113.9444504
9G1C2N,后海滨路与蛇口新街交汇处北20米东侧,0.385927092,22.49361992,113.9465027
427AQZ,深南大道辅路前海花卉公园,0.32644842,22.55275726,113.9193039
935VCF,后海滨路湾厦地铁站c出口北20米西侧,0.144591973,22.50025558,113.9448013
0WJ77F,石鼓路电子检测大厦,0.315088091,22.58006859,113.9549866
Q29XE6,后海滨路与招商东路交汇处西北角,0.5977064,22.49958992,113.9449234
UE9G89,高新中一道友利创意园,0.122278883,22.55669808,113.9460115
623ZJG,科兴路中钢科技园,0.275194567,22.54730233,113.9484909
L981MA,后海滨路与创业路交汇处北5米东侧,0.471030159,22.51948929,113.9457092
SC584P,科苑南路与登良路交汇处北5米西侧,0.477596536,22.51605034,113.9502029
4K1DC5,后海滨路与望海路交汇处北10米东侧,0.066752432,22.49068832,113.948143
QA95N9,登良路与海德三道交汇处南20米东侧,0.239291741,22.52108383,113.9546509
CCF288,后海滨路与岸湾二街交汇处南5米东侧,0.27826652,22.49625015,113.9458313
18Q6FK,科技中二路翰宇药业,0.579408957,22.55245972,113.9454727
3J83LD,海德三道okmall潮流广场,0.580281398,22.52363205,113.9468994
65T0SZ,登良路与后海大道交汇处东20米南侧,0.423593063,22.51556015,113.9399567
1Q45VH,龙珠大道桃源中学,0.350939845,22.56821251,113.9840927
W5C7Y3,后海滨路与东滨路交汇处南100米东侧,0.468479949,22.50965309,113.9445114
58KHV1,后海滨路与招商东路交汇处南10米东侧,0.398470611,22.49804878,113.9454269
GPG499,后海滨路与工业八路交汇处北500米西侧灯柱3410052,0.429848165,22.50740242,113.9441376
TJ3U77,登良路与创业路交汇处北5米东侧,0.248050519,22.5176239,113.9527206
9E2P6K,石鼓路南悦湾酒店,0.517033183,22.57502556,113.9550705
1KZ28V,深南大道高新园(地铁站),0.562127543,22.5462509,113.9614534
U19CW5,打石一路深圳市南山区中兴嘉园幼儿园,0.394074476,22.57783699,113.9467545
1JP9P1,石鼓路石鼓山公园-景观看台,0.404372902,22.58298111,113.9546585
8TPP91,石鼓路登山之旅,0.244499184,22.58389664,113.9548721
68W2PW,义学街四坊南山实验教育集团-麒麟中学,0.564679413,22.54994774,113.9321747
0XAP30,新围工业区同沙路26—15加德乐便利店门口,0.066400225,22.59020424,113.955452
C162PW,南海大道亚朵酒店门口天桥底下,0.387717796,22.52018547,113.9333267
G412HA,南海大道研祥科技大厦旁公交站西侧,0.417462124,22.54969406,113.9388733
1W62PL,平山村86号,0.227782495,22.59002876,113.9738617
5F8P5F,南海大道华明路交叉口西侧往南60米绿化带里面,0.492400084,22.51431465,113.9315796
P649UX,梦海大道与前湾二路交叉口东30米北侧,0.18531184,22.52271461,113.9041443
SF917E,梦海大道与海滨大道交叉口东30米南侧,0.156427892,22.53142738,113.9077225
984LXN,梦海大道与海滨大道交叉口东60米南侧,0.289895006,22.52942467,113.9089966
280WNT,梦海大道与海滨大道交叉口东90米南侧,0.262393086,22.52943993,113.9087753
N790MP,梦海大道与海滨大道交叉口东120米南侧,0.452244709,22.52887726,113.9104462
765HNB,梦海大道与海滨大道交叉口东120米北侧,0.366375377,22.52949142,113.9105835
JC4N31,梦海大道与滨海大道交叉口东90米北侧,0.144880537,22.52971649,113.9098282
NB2U24,梦海大道与海滨大道交叉口东20米北侧,0.335788711,22.53021049,113.9083176
383ANV,梦海大道与海滨大道交叉口西20米南侧,0.130437612,22.53066063,113.9066315
6ML14P,梦海大道与海滨大道交叉口西70米南侧,0.41787294,22.53113556,113.9059982
0C6B7N,学府路与梦海大道交汇处东50米北侧,0.160257007,22.53473091,113.9096222
3YA5M1,梦海大道与海滨大道交叉口北100米,0.254745926,22.53215218,113.9079895
8NJD59,梦海大道与海滨大道交叉口北150米,0.369919022,22.53410339,113.9080048
63K2RJ,梦海大道与学府路交叉口路东,0.321343533,22.53380013,113.9079361
GEM715,梦海大道与学府路交叉口北50米,0.492503383,22.53642845,113.9079056
4B14PK,梦海大道与学府路交叉口北100米,0.482705226,22.53705406,113.9079056
052CMQ,梦海大道与桂湾四路交叉南30米,0.050609548,22.53715706,113.908226
Z4RJ42,大磡村丽康路西二线关交叉口公交站西150米路南,0.574786501,22.6265049,113.9851074
5L0M8S,梦海大道与桂湾四路交叉北60米,0.547628581,22.53915405,113.9078674
R9A78W,梦海大道与桂湾四路交叉北30米,0.391666031,22.53835678,113.9077988
JC480H,梦海大道与桂湾三路交叉南30米,0.293547018,22.54061127,113.9078445
A527CM,梦海大道与桂湾三路交叉北20米,0.443379091,22.54186249,113.9081421
VK4Z35,梦海大道与桂湾三路交叉北50米,0.434203021,22.54236794,113.9081039
J56A7P,梦海大道与桂湾二路交叉南20米,0.236529199,22.54312134,113.9080811
E09H2H,梦海大道与桂湾二路交叉北30米,0.579745353,22.54451752,113.9077606
1D21PP,梦海大道与桂湾二路交叉北80米,0.382445457,22.54512215,113.9077454
G02ZR1,梦海大道与桂湾二路交叉北120米,0.391444652,22.54585838,113.9076309
U085XK,梦海大道与桂湾二路交叉北260米,0.312648498,22.54783058,113.9072113
84G8AE,梦海大道与桂湾二路交叉北320米,0.573290088,22.54832268,113.9069138
0L59AV,梦海大道与湖滨西路交叉南100米,0.234589119,22.54901505,113.9062119
0MJN33,梦海大道与湖滨西路交叉南200米,0.138919936,22.54688263,113.9045029
9BA4Z6,梦海大道与枢纽一街交叉西10米,0.466958547,22.5470047,113.9071198
F1RL87,梦海大道与枢纽一街交叉西60米,0.304339417,22.5470314,113.9067307
PYT582,梦海大道与枢纽一街交叉南60米,0.138594148,22.54561806,113.9076843
25T6PF,梦海大道与桂湾二路交叉北100米路西,0.545544416,22.54520607,113.9077225
AQD186,前海公交站西北260米,0.544185446,22.54382133,113.9062347
ETM059,十一号桂湾四路路高架桥底下北5米,0.123559898,22.53860664,113.9081955
UJ49E7,十一号桂湾四路路高架桥底下北50米,0.400497077,22.53932381,113.9113388
1LA81M,十一号桂湾四路路高架桥底下北120米,0.290808248,22.54022026,113.9115219
70NH6B,十一号桂湾四路路高架桥底下北200米,0.114716892,22.54133797,113.910881
Z8DE92,十一号桂湾四路路高架桥底下北300米,0.505376466,22.54296494,113.9114456
459VCX,十一号桂湾四路路高架桥底下北370米,0.583454142,22.5422821,113.9113007
539RUE,十一号桂湾四路路高架桥底下北420米,0.37680743,22.54454231,113.911438
N4L44W,十一号桂湾四路路高架桥底下北500,0.450390127,22.54569817,113.9114075
B4B2T9,十一号桂湾四路路高架桥底下北600米,0.204059553,22.54948235,113.9113312
045NSW,十一号路关口二路西北240米,0.209953973,22.55015564,113.909256
Z6TZ02,十一号路关口二路西北180米,0.570214688,22.55017281,113.9098969
WE8Q93,十一号路创新三街西南10米,0.240666523,22.54832649,113.9097366
307RKU,十一号路创新三街东南20米,0.424891547,22.54999924,113.9116058
48J9EJ,十一号路创新三街东南30米,0.457546556,22.54802704,113.911377
VB8V51,十一号路创新9街桥上北100米路东,0.231868597,22.54697609,113.9118118
46X3NP,十一号路创新9街桥上北100米路西,0.190013494,22.54885674,113.9108429
NX240S,十一号路创新9街交叉桥上路西,0.334983493,22.5463562,113.9113846
L9G14P,十一号路创新9街交叉桥上路东,0.155800794,22.54573059,113.9112244
9X89BT,十一号路创新9街交叉桥上南200米路东,0.522614519,22.54572678,113.9113998
335EBM,十一号路创新9街交叉桥上南300米路东,0.203649647,22.54481506,113.9114227
UN919Z,十一号路桂湾二路交叉东北角,0.452802078,22.54383278,113.911438
19PZ4G,十一号路桂湾二路交叉南100米路东,0.062280932,22.54285049,113.9114532
V1D63A,十一号路桂湾三路交叉东北角10米,0.490014062,22.5413723,113.911499
D07YW9,十一号路桂湾三路交叉南50米路东,0.242526775,22.54054451,113.911499
7K9Y8M,十一号路桂湾三路交叉南100米路东,0.244868332,22.53989029,113.9115143
QT178P,十一号路桂湾三路交叉南160米路东,0.513935914,22.53854561,113.9114075
2N0Z9K,梦海大道桂湾四路辅道东100米,0.169628126,22.53841782,113.9115524
V67J7J,梦海大道桂湾二路交叉东北150米,0.527277008,22.54670334,113.9077377
562BHW,梦海大道桂湾二路交叉东北30米,0.052600807,22.5438118,113.9085693
YZ5H49,梦海大道桂湾二路交叉东南30米,0.212427291,22.54292297,113.9081116
G6C95J,梦海大道桂湾二路交叉西150米,0.161893087,22.54589081,113.9076385
BP14M6,梦海大道桂湾二路南20米路西,0.48553322,22.54645538,113.9074631
P9P9C4,梦海大道桂湾二路南50米路西,0.504615251,22.54257965,113.907135
H2QQ32,梦海大道桂湾三路南10米路西,0.115633454,22.54305649,113.9077988
3XG27W,梦海大道桂湾三路南120米路西,0.241569345,22.53988838,113.9078445
AJ07P7,梦海大道桂湾四路南180米路西,0.588577961,22.53574562,113.9079056
1FT65J,梦海大道桂湾四路南240米路西,0.506995193,22.53703499,113.9078979
ZN83M1,梦海大道学府路辅道北15米路西,0.080035714,22.53705025,113.9082184
U3M4R7,梦海大道学府路辅道西200米路北,0.431329552,22.53470421,113.9056702
SH93E5,梦海大道学府路辅道南30米路西,0.131798141,22.53353691,113.9079132
J4KA27,梦海大道学府路辅道南200米路西,0.539158239,22.5313549,113.9073868
9PND19,创新三街怡海大西北30米,0.57059264,22.54694557,113.9123154
KR32U1,怡海大道创新9街西北50米,0.129605897,22.54696465,113.9115295
7R03RD,十一号路创新三街西南10米路南,0.079226656,22.54977036,113.9111633
GBK576,怡海大道创新九街交叉南5米路西,0.117466165,22.54674911,113.9127579
E8A76T,怡海大道创新九街交叉南200米路西侧,0.149196806,22.54466629,113.9128189
0SS77P,怡海大道桂湾三路北200米路西,0.465400727,22.5423336,113.9127197
06A2BB,怡海大道桂湾三路交叉北10米路东,0.096712093,22.54135895,113.9135361
HH343V,怡海大道桂湾三路交叉北120米路东,0.284647132,22.54331207,113.9131012
44VYU4,怡海大道桂湾三路交叉北240米米路东,0.357261098,22.5456543,113.9128189
93E2MJ,怡海大道桂湾三路交叉北360米路东,0.259469,22.54856491,113.9130402
6JU84J,临海路前海金融中心东北30米路东侧,0.513677717,22.53881073,113.9043884
LPN548,临海路前海金融中心西北30米路西,0.331953454,22.53862762,113.9040451
4E1LJ7,临海路前海金融中心西北80米米路西,0.471766075,22.5395298,113.9040527
78R1JT,临海路前海金融中心东北100米路东,0.119004172,22.53965378,113.9044113
YQ1S91,临海路前海金融中心西北150米路西,0.347448188,22.54013062,113.9044189
J12LT4,临海路前海金融中心东北260米路东,0.568369952,22.54211044,113.9021454
U465QF,塘朗东路与塘开路交汇处东南角,0.374244561,22.59754753,114.0067139
462HLS,塘朗东路与塘开路交汇处东50米南侧,0.330096146,22.59771538,114.0073853
7TPB96,麦地巷路与塘朗路交汇处东北角,0.443013656,22.59826279,114.0085373
807DZH,麦地巷路与塘朗东路交汇处北20米东侧,0.367670395,22.59846306,114.0084381
2J74GM,塘岭路田寮大厦门口,0.224453263,22.59748077,113.9995041
0TP44G,深圳市南山区塘岭路福光村门口牌坊对面,0.466705974,22.59615898,113.9997559
7EP36P,塘岭路福光村牌坊对面东南角,0.0707472,22.59604645,113.9999161
EPJ670,留仙大道金骐智谷大厦门口,0.080786277,22.59416771,113.9998016
569KBS,留仙大道塘朗车辆段对面,0.333339443,22.59445381,114.0006485
128JCP,丽水路丽水路南公交站对面,0.238203469,22.59148598,113.9892731
CYZ347,丽水路与塘兴路交汇处万客隆宾馆,0.329026475,22.59231758,113.9892349
A168PE,丽水路塘朗工业区门口,0.187763519,22.59353447,113.988945
7U94EW,丽水路与学苑大道交汇处南200米东侧,0.51652225,22.59440041,113.9888611
7M30HN,丽水路东与学苑大道交汇处南50米东侧,0.409143395,22.595146,113.988802
9L13KJ,学苑大道学苑丽水路口公交站旁,0.067166158,22.5960598,113.9892426
AD9C01,学苑大道学苑丽水路口公交站东50米南侧,0.331607217,22.59610176,113.9901428
203SPV,学苑大道南与丽水路交汇处东300米南侧,0.131988578,22.59617233,113.9909897
5Q48DB,学苑大道塘朗村委南东50米南侧,0.316218457,22.59630394,113.9919815
92W7HP,学苑大道塘朗村门口,0.383479508,22.59652519,113.9932098
8JP7W3,学苑大道水木丹华门口,0.303725461,22.59776878,113.9948196
143LCQ,学苑大道与仙科路交汇处西南角,0.079002779,22.59841728,113.9968033
Y8R00P,学苑大道1199号门口,0.578431768,22.59778214,113.9968948
8V4SP4,学苑大道南方科技大学3号门门前,0.236842472,22.60269928,114.0121384
RBD281,学苑大道南方智园北公交站西30米北侧,0.428721697,22.60195351,114.0109024
63C1LH,学苑大道南方智园北公交站西100米北侧,0.420903388,22.6012516,114.0098267
K74R4N,学苑大道南方科技大学2号门门前,0.460251498,22.60062599,114.0088425
33Z2HJ,学苑大道南方科技大学2号门西50米北侧,0.589280436,22.60011864,114.0080795
892NJP,学苑大道34号雪满天淳朴东北菜店对面,0.159167757,22.59966087,114.0073624
63P4PP,学苑大道南方科技大学1号门门前,0.135818056,22.59890175,114.0062103
4KFX45,学苑大道南方科技大学1号门西60米北侧,0.396851586,22.59852982,114.0054703
0SA2W7,学苑大道南方科技大学公交站站台西50米北侧,0.073864404,22.59834671,114.0044098
3MCJ06,学苑大道与南科一路交汇处东100米北侧,0.200738588,22.59839249,114.0034103
S9MY05,学苑大道与南科一路交汇处东20米北侧,0.301236975,22.59848213,114.002182
B41ZX2,学苑大道与南科一路交汇处西5米北侧,0.563706767,22.59852028,114.0011978
ZW9J08,学苑大道塘朗小学公交站站台东40米北侧,0.324960855,22.59850693,114.0000839
00F7WS,笃学路中国科学院大学东门南侧,0.392844136,22.60013771,113.9982147
R953EY,笃学路中国科学院大学东门对面,0.063983801,22.60080528,113.9984818
T60AT5,笃学路中国科学院大学东门北100米东侧,0.571436956,22.60168648,113.9987793
F80X9N,笃学路与科研环路交汇处西南角,0.387026405,22.60217476,113.9987564
0YUQ93,科研环路深圳大学西丽校区惟品西门对面,0.428327815,22.60317421,113.995636
784FDT,幽兰路深圳大学西丽校区唯品西门南60米东侧,0.248429147,22.60257149,113.9954224
UZD727,幽兰路深圳大学总医院大门南100米西侧,0.222764528,22.60057449,113.995018
PG0Y72,丽山路110号门前,0.477797189,22.59650421,113.9708405
P42UU2,丽水路丽水路北公交站旁,0.148971621,22.59743309,113.9708023
2SZA53,丽山路丽山路北公交站南20米西侧,0.260231452,22.59738541,113.9706116
718VUY,学苑大道与平山一路交汇处东20米南侧,0.15226104,22.5924778,113.9692612
R445FM,学苑大道与平山一路交汇处东100米南侧,0.235599171,22.59251213,113.9703217
J2M7X0,学苑大道与丽山路交汇处西南角,0.278393549,22.59513283,113.9706345
28D8LM,丽水路与西丽湖路交汇处北20米东侧,0.489632701,22.5998497,113.970047
6M8ZS3,西丽湖路与丽山路交汇处东20米南侧,0.058234342,22.59908295,113.9701309
PKG869,西丽湖路与沁园路交汇处东南角,0.095912423,22.60233307,113.9715958
G190LB,西丽湖路动物园公交总站出口旁,0.368798689,22.60168839,113.9726105
